Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class
0.0
0.06686806678771973	3	582	244	58	27	['Lie']
0.10008478164672852	3	582	244	58	27	['Lie']
0.13490772247314453	3	582	244	58	27	['Lie']
0.1685023307800293	3	582	244	58	27	['Lie']
0.2034006118774414	3	582	244	58	27	['Lie']
0.23932313919067383	3	582	244	58	27	['Lie']
0.2796030044555664	3	582	244	58	27	['Lie']
0.3085975646972656	3	582	244	58	27	['Lie']
0.3415389060974121	3	582	244	58	27	['Lie']
0.3745284080505371	3	582	244	58	27	['Lie']
0.409374475479126	3	582	244	58	27	['Lie']
0.4428732395172119	3	582	244	58	27	['Lie']
0.47812461853027344	3	582	244	58	27	['Lie']
0.5133357048034668	3	582	244	58	27	['Lie']
0.547964334487915	3	582	244	58	27	['Lie']
0.5860278606414795	3	582	244	58	27	['Lie']
0.6357450485229492	3	582	244	58	27	['Lie']
0.6864132881164551	3	582	244	58	27	['Lie']
0.727888822555542	3	582	244	58	27	['Lie']
0.7537705898284912	3	582	244	58	27	['Lie']
0.7890205383300781	3	582	244	58	27	['Lie']
0.8242807388305664	3	582	244	58	27	['Lie']
0.858344316482544	3	582	244	58	27	['Lie']
0.8919699192047119	3	582	244	58	27	['Lie']
0.9309666156768799	3	582	244	58	27	['Lie']
0.9602859020233154	3	582	244	58	27	['Lie']
0.9958164691925049	3	582	244	58	27	['Lie']
1.031123161315918	3	582	244	58	27	['Lie']
1.0645709037780762	3	582	244	58	27	['Lie']
1.0989089012145996	3	582	244	58	27	['Lie']
1.1368310451507568	3	582	244	58	27	['Lie']
1.169342279434204	3	582	244	58	27	['Lie']
1.214104413986206	3	582	244	58	27	['Lie']
1.274200677871704	3	582	244	58	27	['Lie']
1.3120498657226562	3	582	244	58	27	['Lie']
1.3417203426361084	3	582	244	58	27	['Lie']
1.375307321548462	3	582	244	58	27	['Lie']
1.4117381572723389	3	582	244	58	27	['Lie']
1.4458847045898438	3	582	244	58	27	['Lie']
1.4891514778137207	3	582	244	58	27	['Lie']
1.5135433673858643	3	582	244	58	27	['Lie']
1.5471241474151611	3	582	244	58	27	['Lie']
1.581721544265747	3	582	244	58	27	['Lie']
1.6164181232452393	3	582	244	58	27	['Lie']
