Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class
0.0
0.03388643264770508	7	508	252	126	86	['Lie']
0.06686902046203613	7	508	252	126	86	['Lie']
0.10270285606384277	7	508	252	126	86	['Lie']
0.13705039024353027	7	508	252	126	86	['Lie']
0.17072200775146484	7	508	252	126	86	['Lie']
0.20531916618347168	7	506	251	126	86	['Lie']
0.23916077613830566	7	506	251	126	86	['Lie']
0.27408456802368164	7	506	251	126	86	['Lie']
0.31171226501464844	7	506	251	126	86	['Lie']
0.3442533016204834	7	506	251	126	86	['Lie']
0.37895679473876953	7	506	251	126	86	['Lie']
0.4149169921875	7	506	251	126	86	['Lie']
0.45105862617492676	7	506	251	126	86	['Lie']
0.4836881160736084	7	506	251	126	86	['Lie']
0.5148975849151611	7	506	251	126	86	['Lie']
0.5505282878875732	7	506	251	126	86	['Lie']
0.5853104591369629	7	506	251	126	86	['Lie']
0.6206135749816895	7	506	251	126	86	['Lie']
0.6584367752075195	7	506	251	126	86	['Lie']
0.6896517276763916	7	506	251	126	86	['Lie']
0.7254483699798584	7	506	251	126	86	['Lie']
0.7578120231628418	7	506	251	126	86	['Lie']
0.7924759387969971	7	506	251	126	86	['Lie']
0.8293173313140869	7	506	251	126	86	['Lie']
0.8627924919128418	7	506	251	126	86	['Lie']
0.8947253227233887	7	506	251	126	86	['Lie']
0.9292168617248535	7	506	251	126	86	['Lie']
0.9668939113616943	7	506	251	126	86	['Lie']
0.9979217052459717	7	506	251	126	86	['Lie']
1.032365083694458	7	506	251	126	86	['Lie']
1.068967342376709	7	506	251	126	86	['Lie']
1.102116346359253	7	506	251	126	86	['Lie']
1.138145923614502	7	506	251	126	86	['Lie']
1.1703603267669678	7	506	251	126	86	['Lie']
1.2034897804260254	7	506	251	126	86	['Lie']
1.2422573566436768	7	506	251	126	86	['Lie']
1.27437162399292	7	506	251	126	86	['Lie']
1.316737174987793	7	506	251	126	86	['Lie']
1.3453445434570312	7	506	251	126	86	['Lie']
1.3782923221588135	7	506	251	126	86	['Lie']
1.4134466648101807	7	506	251	126	86	['Lie']
1.4493138790130615	7	506	251	126	86	['Lie']
1.4813132286071777	7	506	251	126	86	['Lie']
1.5151817798614502	7	506	251	126	86	['Lie']
1.5500423908233643	7	506	251	126	86	['Lie']
1.5855913162231445	7	506	251	126	86	['Lie']
1.6200692653656006	7	506	251	126	86	['Lie']
1.6679022312164307	7	506	251	126	86	['Lie']
1.6679022312164307	9	0	210	51	191	['Walk']
1.6945686340332031	7	506	251	126	86	['Lie']
1.6945686340332031	9	0	210	51	191	['Walk']
1.7222366333007812	7	506	251	126	86	['Lie']
1.7222366333007812	9	0	178	93	216	['Walk']
1.7555701732635498	7	506	251	126	86	['Lie']
1.7555701732635498	9	0	156	95	235	['Walk']
1.7899677753448486	7	506	251	126	86	['Lie']
1.7899677753448486	9	0	156	95	235	['Walk']
1.8252522945404053	7	506	251	126	86	['Lie']
1.8252522945404053	9	0	88	103	305	['Walk']
1.8620140552520752	7	506	251	126	86	['Lie']
1.8620140552520752	9	0	84	113	306	['Walk']
1.8947806358337402	7	506	251	126	86	['Lie']
1.8947806358337402	9	1	86	117	307	['Walk']
1.9269471168518066	7	506	251	126	86	['Lie']
1.9269471168518066	9	1	86	117	307	['Walk']
1.967142105102539	7	506	251	126	86	['Lie']
1.967142105102539	9	1	86	117	307	['Walk']
1.9978477954864502	7	506	251	126	86	['Lie']
1.9978477954864502	9	1	86	117	307	['Walk']
2.0350255966186523	7	506	251	126	86	['Lie']
2.0350255966186523	9	1	86	117	307	['Walk']
2.0671844482421875	7	506	251	126	86	['Lie']
2.0671844482421875	9	0	87	117	307	['Walk']
2.1002774238586426	7	506	251	126	86	['Lie']
2.1002774238586426	9	27	88	117	307	['Walk']
2.136505603790283	7	506	251	126	86	['Lie']
2.136505603790283	9	36	87	117	307	['Walk']
2.172490358352661	7	506	251	126	86	['Lie']
2.172490358352661	9	36	87	117	307	['Walk']
2.2039945125579834	7	506	251	126	86	['Lie']
2.2039945125579834	9	44	92	148	295	['Walk']
2.2418503761291504	7	506	251	126	86	['Lie']
2.2418503761291504	9	45	93	161	294	['Walk']
2.2723093032836914	7	506	251	126	86	['Lie']
2.2723093032836914	9	45	93	161	294	['Walk']
2.310337781906128	7	506	251	126	86	['Lie']
2.310337781906128	9	49	94	161	294	['Walk']
2.3450512886047363	7	506	251	126	86	['Lie']
2.3450512886047363	9	55	92	161	294	['Walk']
2.3770253658294678	7	506	251	126	86	['Lie']
2.3770253658294678	9	66	100	148	283	['Walk']
2.4138009548187256	7	506	251	126	86	['Lie']
2.4138009548187256	9	66	100	148	283	['Walk']
2.4453048706054688	7	506	251	126	86	['Lie']
2.4453048706054688	9	96	100	115	278	['Walk']
2.4798319339752197	7	506	251	126	86	['Lie']
2.4798319339752197	9	111	99	99	279	['Walk']
2.5177550315856934	7	506	251	126	86	['Lie']
2.5177550315856934	9	111	99	99	279	['Walk']
2.5523147583007812	7	506	251	126	86	['Lie']
2.5523147583007812	9	126	101	92	277	['Walk']
2.585524797439575	7	506	251	126	86	['Lie']
2.585524797439575	9	152	103	92	277	['Walk']
2.6196773052215576	7	506	251	126	86	['Lie']
2.6196773052215576	9	158	103	92	277	['Walk']
2.6521456241607666	7	506	251	126	86	['Lie']
2.6521456241607666	9	158	103	92	277	['Walk']
2.686245918273926	7	506	251	126	86	['Lie']
2.686245918273926	9	163	107	114	269	['Walk']
2.7206177711486816	7	506	251	126	86	['Lie']
2.7206177711486816	9	159	111	126	264	['Walk']
2.7566335201263428	7	506	251	126	86	['Lie']
2.7566335201263428	9	159	111	126	264	['Walk']
2.791545867919922	7	506	251	126	86	['Lie']
2.791545867919922	9	163	109	133	263	['Walk']
2.8310751914978027	7	506	251	126	86	['Lie']
2.8310751914978027	9	169	112	133	263	['Walk']
2.862987756729126	7	506	251	126	86	['Lie']
2.862987756729126	9	174	112	133	263	['Walk']
2.897519588470459	7	506	251	126	86	['Lie']
2.897519588470459	9	174	112	133	263	['Walk']
