ΗTimestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class
0.0
0.06610298156738281	18	456	246	187	117	['Lie']
0.10125112533569336	18	456	246	187	117	['Lie']
0.13479876518249512	18	456	246	187	117	['Lie']
0.1689586639404297	18	459	245	200	133	['Lie']
0.20354962348937988	18	460	246	191	133	['Lie']
0.23951363563537598	18	458	244	191	133	['Lie']
0.27266430854797363	18	458	244	191	133	['Lie']
0.30660343170166016	18	458	244	191	133	['Lie']
0.34424495697021484	18	458	244	191	133	['Lie']
0.38402414321899414	18	458	244	191	133	['Lie']
0.44582676887512207	18	458	244	191	133	['Lie']
0.48053979873657227	18	458	244	191	133	['Lie']
0.5169594287872314	18	458	244	191	133	['Lie']
0.5495190620422363	18	458	244	191	133	['Lie']
0.5840249061584473	18	458	244	191	133	['Lie']
0.631861686706543	18	458	244	191	133	['Lie']
0.6937241554260254	18	458	244	191	133	['Lie']
0.7617058753967285	18	458	244	191	133	['Lie']
0.794471263885498	18	458	244	191	133	['Lie']
0.8308026790618896	18	458	244	191	133	['Lie']
0.8676497936248779	18	458	244	191	133	['Lie']
0.8993268013000488	18	458	244	191	133	['Lie']
0.9334328174591064	18	458	244	191	133	['Lie']
0.9679222106933594	18	458	244	191	133	['Lie']
0.9995303153991699	18	458	244	191	133	['Lie']
1.0379140377044678	18	458	244	191	133	['Lie']
1.0693190097808838	18	458	244	191	133	['Lie']
1.1045916080474854	18	458	244	191	133	['Lie']
1.1398346424102783	18	458	244	191	133	['Lie']
1.1760053634643555	18	458	244	191	133	['Lie']
1.2169520854949951	18	458	244	191	133	['Lie']
1.2466461658477783	18	458	244	191	133	['Lie']
1.2782137393951416	18	458	244	191	133	['Lie']
1.3183836936950684	18	458	244	191	133	['Lie']
1.349390983581543	18	458	244	191	133	['Lie']
1.3831663131713867	18	458	244	191	133	['Lie']
1.414344310760498	18	458	244	191	133	['Lie']
1.44669508934021	18	458	244	191	133	['Lie']
1.497709035873413	18	458	244	191	133	['Lie']
1.5209307670593262	18	458	244	191	133	['Lie']
1.5497570037841797	18	458	244	191	133	['Lie']
1.5869717597961426	18	458	244	191	133	['Lie']
1.621419906616211	18	458	244	191	133	['Lie']
1.6581470966339111	18	458	244	191	133	['Lie']
1.6928141117095947	18	458	244	191	133	['Lie']
1.7279176712036133	18	458	244	191	133	['Lie']
1.7591452598571777	18	458	244	191	133	['Lie']
1.7945818901062012	18	458	244	191	133	['Lie']
1.8313837051391602	18	458	244	191	133	['Lie']
1.8644776344299316	18	458	244	191	133	['Lie']
1.8976056575775146	18	458	244	191	133	['Lie']
1.932401180267334	18	458	244	191	133	['Lie']
1.9658820629119873	18	458	244	191	133	['Lie']
1.9996414184570312	18	458	244	191	133	['Lie']
2.0677080154418945	18	458	244	191	133	['Lie']
2.10422420501709	18	458	244	191	133	['Lie']
2.1416571140289307	18	458	244	191	133	['Lie']
2.1694886684417725	18	458	244	191	133	['Lie']
2.2086904048919678	18	458	244	191	133	['Lie']
2.2424204349517822	18	458	244	191	133	['Lie']
2.3115286827087402	18	458	244	191	133	['Lie']
2.379318952560425	18	458	244	191	133	['Lie']
2.4470715522766113	18	458	244	191	133	['Lie']
2.4849395751953125	18	458	244	191	133	['Lie']
2.520113468170166	18	458	244	191	133	['Lie']
2.592693328857422	18	458	244	191	133	['Lie']
2.6296656131744385	18	458	244	191	133	['Lie']
2.695296049118042	18	458	244	191	133	['Lie']
2.7215793132781982	18	458	244	191	133	['Lie']
2.7637369632720947	18	458	244	191	133	['Lie']
2.795046329498291	18	458	244	191	133	['Lie']
2.834779739379883	18	458	244	191	133	['Lie']
2.8923232555389404	18	458	244	191	133	['Lie']
2.933774709701538	18	458	244	191	133	['Lie']
2.9712324142456055	18	458	244	191	133	['Lie']
2.9997217655181885	18	458	244	191	133	['Lie']
3.037260055541992	18	458	244	191	133	['Lie']
3.067890167236328	18	458	244	191	133	['Lie']
3.101893186569214	18	458	244	191	133	['Lie']
3.1461541652679443	18	458	244	191	133	['Lie']
3.1692702770233154	18	458	244	191	133	['Lie']
3.202576160430908	18	458	244	191	133	['Lie']
3.2410788536071777	18	458	244	191	133	['Lie']
3.2730188369750977	18	458	244	191	133	['Lie']
3.3090264797210693	18	458	244	191	133	['Lie']
3.342421531677246	18	458	244	191	133	['Lie']
3.375516414642334	18	458	244	191	133	['Lie']
3.4103610515594482	18	458	244	191	133	['Lie']
3.4481232166290283	18	458	244	191	133	['Lie']
3.511566400527954	18	458	244	191	133	['Lie']
3.549172878265381	18	458	244	191	133	['Lie']
3.5839223861694336	18	458	244	191	133	['Lie']
3.621696949005127	18	458	244	191	133	['Lie']
3.6897246837615967	18	458	244	191	133	['Lie']
3.725963830947876	18	458	244	191	133	['Lie']
3.7618961334228516	18	458	244	191	133	['Lie']
3.788020610809326	18	458	244	191	133	['Lie']
3.833082437515259	18	458	244	191	133	['Lie']
3.8595240116119385	18	458	244	191	133	['Lie']
3.8972859382629395	18	458	244	191	133	['Lie']
3.940542459487915	18	458	244	191	133	['Lie']
3.9987967014312744	18	458	244	191	133	['Lie']
4.035249710083008	18	458	244	191	133	['Lie']
4.10864520072937	18	458	244	191	133	['Lie']
4.17157506942749	18	458	244	191	133	['Lie']
4.17157506942749	1	0	405	12	27	['Walk']
4.206520318984985	18	458	244	191	133	['Lie']
4.206520318984985	1	0	405	12	27	['Walk']
4.243615627288818	18	458	244	191	133	['Lie']
4.243615627288818	1	0	405	12	27	['Walk']
4.281954288482666	18	458	244	191	133	['Lie']
4.281954288482666	1	0	405	12	27	['Walk']
4.313689231872559	18	458	244	191	133	['Lie']
4.313689231872559	1	0	405	12	27	['Walk']
4.34125828742981	18	458	244	191	133	['Lie']
4.34125828742981	1	0	405	12	27	['Walk']
4.384640216827393	18	458	244	191	133	['Lie']
4.384640216827393	1	1	187	32	247	['Walk']
4.443640232086182	18	458	244	191	133	['Lie']
4.443640232086182	1	1	187	32	247	['Walk']
4.479370355606079	18	458	244	191	133	['Lie']
4.479370355606079	1	1	135	42	299	['Walk']
4.5172119140625	18	458	244	191	133	['Lie']
4.5172119140625	1	1	0	84	458	['Walk']
4.546471357345581	18	458	244	191	133	['Lie']
4.546471357345581	1	0	0	96	458	['Walk']
4.578295707702637	18	458	244	191	133	['Lie']
4.578295707702637	1	0	3	106	453	['Walk']
4.623764276504517	18	458	244	191	133	['Lie']
4.623764276504517	1	0	3	106	453	['Walk']
4.653070449829102	18	458	244	191	133	['Lie']
4.653070449829102	1	0	1	127	452	['Walk']
4.693408489227295	18	458	244	191	133	['Lie']
4.693408489227295	1	1	6	140	442	['Walk']
4.761441946029663	18	458	244	191	133	['Lie']
4.761441946029663	1	0	9	152	442	['Walk']
4.79577374458313	18	458	244	191	133	['Lie']
4.79577374458313	1	0	8	158	446	['Walk']
4.826369524002075	18	458	244	191	133	['Lie']
4.826369524002075	1	0	8	158	446	['Walk']
4.863651990890503	18	458	244	191	133	['Lie']
4.863651990890503	1	0	8	158	446	['Walk']
4.897403240203857	18	458	244	191	133	['Lie']
4.897403240203857	1	0	7	158	446	['Walk']
4.928187131881714	18	458	244	191	133	['Lie']
4.928187131881714	1	3	1	156	454	['Walk']
4.964173316955566	18	458	244	191	133	['Lie']
4.964173316955566	1	3	1	156	454	['Walk']
5.000185489654541	18	458	244	191	133	['Lie']
5.000185489654541	1	23	0	148	457	['Walk']
5.0332932472229	18	458	244	191	133	['Lie']
5.0332932472229	1	23	0	148	457	['Walk']
5.108421325683594	18	458	244	191	133	['Lie']
5.108421325683594	1	50	1	132	455	['Walk']
5.132672309875488	18	458	244	191	133	['Lie']
5.132672309875488	1	65	1	132	455	['Walk']
5.1719372272491455	18	458	244	191	133	['Lie']
5.1719372272491455	1	82	1	183	456	['Walk']
5.207708120346069	18	458	244	191	133	['Lie']
5.207708120346069	1	83	4	207	452	['Walk']
5.2434611320495605	18	458	244	191	133	['Lie']
5.2434611320495605	1	87	8	222	449	['Walk']
5.2773425579071045	18	458	244	191	133	['Lie']
5.2773425579071045	1	87	8	222	449	['Walk']
5.312695741653442	18	458	244	191	133	['Lie']
5.312695741653442	1	85	13	236	443	['Walk']
5.346341609954834	18	458	244	191	133	['Lie']
5.346341609954834	1	89	14	236	443	['Walk']
5.378476142883301	18	458	244	191	133	['Lie']
5.378476142883301	1	91	15	236	443	['Walk']
5.407960891723633	18	458	244	191	133	['Lie']
5.407960891723633	1	97	15	236	443	['Walk']
5.44322943687439	18	458	244	191	133	['Lie']
5.44322943687439	1	97	15	236	443	['Walk']
5.484914064407349	18	458	244	191	133	['Lie']
5.484914064407349	1	106	23	224	431	['Walk']
5.518661022186279	18	458	244	191	133	['Lie']
5.518661022186279	1	120	21	209	430	['Walk']
5.553530931472778	18	458	244	191	133	['Lie']
5.553530931472778	1	161	23	171	424	['Walk']
5.597177743911743	18	458	244	191	133	['Lie']
5.597177743911743	1	182	21	152	431	['Walk']
5.662750244140625	18	458	244	191	133	['Lie']
5.662750244140625	1	209	21	133	430	['Walk']
5.730226278305054	18	458	244	191	133	['Lie']
5.730226278305054	1	209	21	133	430	['Walk']
5.7961578369140625	18	458	244	191	133	['Lie']
5.7961578369140625	1	242	20	133	430	['Walk']
5.837144136428833	18	458	244	191	133	['Lie']
5.837144136428833	1	258	32	206	403	['Walk']
5.8599326610565186	18	458	244	191	133	['Lie']
5.8599326610565186	1	257	34	222	405	['Walk']
5.890108585357666	18	458	244	191	133	['Lie']
5.890108585357666	1	255	34	222	405	['Walk']
5.93006157875061	18	458	244	191	133	['Lie']
5.93006157875061	1	255	34	222	405	['Walk']
5.965957164764404	18	458	244	191	133	['Lie']
5.965957164764404	1	259	37	221	396	['Walk']
5.99461817741394	18	458	244	191	133	['Lie']
5.99461817741394	1	259	37	221	396	['Walk']
6.036768913269043	18	458	244	191	133	['Lie']
6.036768913269043	1	259	37	221	396	['Walk']
6.068371772766113	18	458	244	191	133	['Lie']
6.068371772766113	1	283	38	211	391	['Walk']
6.099034070968628	18	458	244	191	133	['Lie']
6.099034070968628	1	302	39	181	385	['Walk']
6.138421535491943	18	458	244	191	133	['Lie']
6.138421535491943	1	302	39	181	385	['Walk']
6.174558877944946	18	458	244	191	133	['Lie']
6.174558877944946	1	320	40	163	383	['Walk']
6.199248552322388	18	458	244	191	133	['Lie']
6.199248552322388	1	355	41	126	384	['Walk']
6.2388598918914795	18	458	244	191	133	['Lie']
6.2388598918914795	1	365	40	126	384	['Walk']
6.279496431350708	18	458	244	191	133	['Lie']
6.279496431350708	1	365	44	134	381	['Walk']
6.353309631347656	18	458	244	191	133	['Lie']
6.353309631347656	1	365	44	134	381	['Walk']
6.380780220031738	18	458	244	191	133	['Lie']
6.380780220031738	1	360	43	149	380	['Walk']
6.40822696685791	18	458	244	191	133	['Lie']
6.40822696685791	1	363	53	155	367	['Walk']
6.442489385604858	18	458	244	191	133	['Lie']
6.442489385604858	1	366	59	157	362	['Walk']
6.4774980545043945	18	458	244	191	133	['Lie']
6.4774980545043945	1	374	61	157	362	['Walk']
6.5113489627838135	18	458	244	191	133	['Lie']
6.5113489627838135	1	377	64	157	362	['Walk']
6.550494194030762	18	458	244	191	133	['Lie']
6.550494194030762	1	377	64	157	362	['Walk']
6.585212707519531	18	458	244	191	133	['Lie']
6.585212707519531	1	377	64	157	362	['Walk']
6.655653715133667	18	458	244	191	133	['Lie']
6.655653715133667	1	399	74	144	336	['Walk']
6.689419984817505	18	458	244	191	133	['Lie']
6.689419984817505	1	420	81	126	315	['Walk']
6.752229452133179	18	458	244	191	133	['Lie']
6.752229452133179	1	429	85	111	309	['Walk']
6.857114791870117	18	458	244	191	133	['Lie']
6.857114791870117	1	429	85	111	309	['Walk']
6.904933929443359	18	458	244	191	133	['Lie']
6.904933929443359	1	442	86	105	302	['Walk']
6.927868127822876	18	458	244	191	133	['Lie']
6.927868127822876	1	444	94	121	280	['Walk']
6.963474273681641	18	458	244	191	133	['Lie']
6.963474273681641	1	447	102	127	261	['Walk']
7.000334739685059	18	458	244	191	133	['Lie']
7.000334739685059	1	447	102	127	261	['Walk']
7.034435749053955	18	458	244	191	133	['Lie']
7.034435749053955	1	448	111	137	250	['Walk']
7.066712141036987	18	458	244	191	133	['Lie']
7.066712141036987	1	448	111	137	250	['Walk']
7.1007890701293945	18	458	244	191	133	['Lie']
7.1007890701293945	1	445	112	141	286	['Walk']
7.137136459350586	18	458	244	191	133	['Lie']
7.137136459350586	1	451	129	143	250	['Walk']
7.169766187667847	18	458	244	191	133	['Lie']
7.169766187667847	1	451	131	143	250	['Walk']
7.204620361328125	18	458	244	191	133	['Lie']
7.204620361328125	1	451	140	149	243	['Walk']
7.270213842391968	18	458	244	191	133	['Lie']
7.270213842391968	1	451	140	149	243	['Walk']
7.306445598602295	18	458	244	191	133	['Lie']
7.306445598602295	1	453	145	150	237	['Walk']
7.343188524246216	18	458	244	191	133	['Lie']
7.343188524246216	1	453	148	150	237	['Walk']
7.3760881423950195	18	458	244	191	133	['Lie']
7.3760881423950195	1	457	151	151	224	['Walk']
7.416100025177002	18	458	244	191	133	['Lie']
7.416100025177002	1	457	151	151	224	['Walk']
7.45070481300354	18	458	244	191	133	['Lie']
7.45070481300354	1	457	151	151	224	['Walk']
7.483366966247559	18	458	244	191	133	['Lie']
7.483366966247559	1	457	151	151	224	['Walk']
7.524228572845459	18	458	244	191	133	['Lie']
7.524228572845459	1	461	150	151	224	['Walk']
7.552065134048462	18	458	244	191	133	['Lie']
7.552065134048462	1	462	152	151	224	['Walk']
7.5841028690338135	18	458	244	191	133	['Lie']
7.5841028690338135	1	462	152	151	224	['Walk']
7.6190550327301025	18	458	244	191	133	['Lie']
7.6190550327301025	1	465	152	151	224	['Walk']
7.655279159545898	18	458	244	191	133	['Lie']
7.655279159545898	1	465	152	151	224	['Walk']
7.688165903091431	18	458	244	191	133	['Lie']
7.688165903091431	1	464	148	151	224	['Walk']
7.724846839904785	18	461	240	191	133	['Lie']
7.724846839904785	1	460	150	158	224	['Walk']
7.7602012157440186	18	458	239	191	133	['Lie']
7.7602012157440186	1	461	143	158	224	['Walk']
7.821595907211304	18	460	238	191	133	['Lie']
7.821595907211304	1	461	143	158	224	['Walk']
7.8619654178619385	18	456	238	191	133	['Lie']
7.8619654178619385	1	461	143	158	224	['Walk']
7.896358013153076	18	456	238	191	133	['Lie']
7.896358013153076	1	461	143	158	224	['Walk']
