Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class
0.0
0.17211365699768066	7	441	237	164	50	['Lie']
0.23027396202087402	7	441	237	164	50	['Lie']
0.2751781940460205	7	441	237	164	50	['Lie']
0.3892045021057129	7	441	237	164	50	['Lie']
0.48743414878845215	7	441	237	164	50	['Lie']
0.5754406452178955	7	441	237	164	50	['Lie']
0.6411552429199219	7	441	237	164	50	['Lie']
0.675443172454834	7	441	237	164	50	['Lie']
0.7086122035980225	7	441	237	164	50	['Lie']
0.7500414848327637	7	441	237	164	50	['Lie']
0.8132369518280029	7	441	237	164	50	['Lie']
0.8480327129364014	7	441	237	164	50	['Lie']
0.8827059268951416	7	441	237	164	50	['Lie']
0.9147522449493408	7	441	237	164	50	['Lie']
0.9573190212249756	7	441	237	164	50	['Lie']
1.0211315155029297	7	441	237	164	50	['Lie']
1.1075551509857178	7	441	237	164	50	['Lie']
1.1627252101898193	7	441	237	164	50	['Lie']
1.2273027896881104	7	441	237	164	50	['Lie']
1.2659590244293213	7	441	237	164	50	['Lie']
1.2959303855895996	7	441	237	164	50	['Lie']
1.3432607650756836	7	441	237	164	50	['Lie']
1.3982582092285156	7	441	237	164	50	['Lie']
1.4723999500274658	7	441	237	164	50	['Lie']
1.5079753398895264	7	441	237	164	50	['Lie']
1.5340166091918945	7	441	237	164	50	['Lie']
1.5730137825012207	7	441	237	164	50	['Lie']
1.6304497718811035	7	441	237	164	50	['Lie']
1.68027663230896	7	441	237	164	50	['Lie']
1.7165265083312988	7	441	237	164	50	['Lie']
1.7490482330322266	7	441	237	164	50	['Lie']
1.7794926166534424	7	441	237	164	50	['Lie']
1.8196990489959717	7	441	237	164	50	['Lie']
1.8496205806732178	7	441	237	164	50	['Lie']
1.8877267837524414	7	441	237	164	50	['Lie']
1.9177966117858887	7	441	237	164	50	['Lie']
1.953681230545044	7	441	237	164	50	['Lie']
1.987840175628662	7	441	237	164	50	['Lie']
2.0296568870544434	7	441	237	164	50	['Lie']
2.0576419830322266	7	441	237	164	50	['Lie']
2.091996908187866	7	441	237	164	50	['Lie']
2.158956527709961	7	441	237	164	50	['Lie']
2.190290927886963	7	441	237	164	50	['Lie']
2.230313301086426	7	441	237	164	50	['Lie']
2.2606277465820312	7	441	237	164	50	['Lie']
2.2606277465820312	9	586	3	59	475	['Walk']
2.2963709831237793	7	441	237	164	50	['Lie']
2.2963709831237793	9	586	3	59	475	['Walk']
2.3296914100646973	7	445	238	129	47	['Lie']
2.3296914100646973	9	543	2	100	479	['Walk']
2.3642992973327637	7	445	238	129	47	['Lie']
2.3642992973327637	9	543	2	100	479	['Walk']
2.398106336593628	7	444	240	98	46	['Lie']
2.398106336593628	9	519	2	120	483	['Walk']
2.431701898574829	7	444	240	98	46	['Lie']
2.431701898574829	9	519	2	120	483	['Walk']
2.468088388442993	7	447	238	59	50	['Lie']
2.468088388442993	9	481	3	159	477	['Walk']
2.5045835971832275	7	447	238	59	50	['Lie']
2.5045835971832275	9	481	3	159	477	['Walk']
2.5369744300842285	7	448	240	53	41	['Lie']
2.5369744300842285	9	452	0	186	478	['Walk']
2.5701675415039062	7	448	240	53	41	['Lie']
2.5701675415039062	9	452	0	186	478	['Walk']
2.6068544387817383	7	450	236	25	48	['Lie']
2.6068544387817383	9	433	0	207	478	['Walk']
2.6377692222595215	7	450	236	25	48	['Lie']
2.6377692222595215	9	433	0	207	478	['Walk']
2.674691677093506	7	450	236	25	48	['Lie']
2.674691677093506	9	433	0	207	478	['Walk']
2.7120978832244873	7	450	236	25	48	['Lie']
2.7120978832244873	9	417	0	222	482	['Walk']
2.7760729789733887	7	450	236	25	48	['Lie']
2.7760729789733887	9	417	0	222	482	['Walk']
2.8112857341766357	7	442	235	38	50	['Lie']
2.8112857341766357	9	414	0	230	481	['Walk']
2.847780466079712	7	442	235	38	50	['Lie']
2.847780466079712	9	414	0	230	481	['Walk']
2.8896324634552	7	444	238	61	49	['Lie']
2.8896324634552	9	432	2	210	476	['Walk']
2.9279322624206543	7	444	238	61	49	['Lie']
2.9279322624206543	9	432	2	210	476	['Walk']
2.9498534202575684	7	442	238	52	46	['Lie']
2.9498534202575684	9	435	0	207	478	['Walk']
2.980534315109253	7	442	238	52	46	['Lie']
2.980534315109253	9	435	0	207	478	['Walk']
3.0246307849884033	7	445	237	52	44	['Lie']
3.0246307849884033	9	436	2	207	478	['Walk']
3.091935634613037	7	445	237	52	44	['Lie']
3.091935634613037	9	436	2	207	478	['Walk']
3.1288435459136963	7	445	237	52	44	['Lie']
3.1288435459136963	9	436	2	207	478	['Walk']
3.1650354862213135	7	445	238	46	44	['Lie']
3.1650354862213135	9	442	2	202	478	['Walk']
3.2353107929229736	7	445	238	46	44	['Lie']
3.2353107929229736	9	442	2	202	478	['Walk']
3.264993667602539	7	448	239	38	38	['Lie']
3.264993667602539	9	454	0	191	477	['Walk']
3.3064088821411133	7	448	239	38	38	['Lie']
3.3064088821411133	9	454	0	191	477	['Walk']
3.362612724304199	7	448	239	38	38	['Lie']
3.362612724304199	9	454	0	191	477	['Walk']
3.401099443435669	7	448	239	38	38	['Lie']
3.401099443435669	9	454	0	191	477	['Walk']
3.4338579177856445	7	451	240	154	49	['Lie']
3.4338579177856445	9	443	3	180	476	['Walk']
3.4673612117767334	7	451	240	154	49	['Lie']
3.4673612117767334	9	443	3	180	476	['Walk']
3.5136377811431885	7	451	240	154	49	['Lie']
3.5136377811431885	9	443	3	180	476	['Walk']
3.606698751449585	7	454	237	141	53	['Lie']
3.606698751449585	9	443	10	175	470	['Walk']
3.6400339603424072	7	454	237	141	53	['Lie']
3.6400339603424072	9	443	10	175	470	['Walk']
3.6749558448791504	7	452	239	153	54	['Lie']
3.6749558448791504	9	438	24	164	444	['Walk']
3.7064313888549805	7	452	239	153	54	['Lie']
3.7064313888549805	9	438	24	164	444	['Walk']
3.7450013160705566	7	447	238	156	51	['Lie']
3.7450013160705566	9	445	34	149	443	['Walk']
3.7769811153411865	7	447	238	156	51	['Lie']
3.7769811153411865	9	445	34	149	443	['Walk']
3.813656806945801	7	447	238	156	51	['Lie']
3.813656806945801	9	445	41	144	437	['Walk']
3.844494581222534	7	447	238	156	51	['Lie']
3.844494581222534	9	445	41	144	437	['Walk']
3.9150633811950684	7	447	238	156	51	['Lie']
3.9150633811950684	9	451	48	143	419	['Walk']
3.9535298347473145	7	447	238	156	51	['Lie']
3.9535298347473145	9	451	48	143	419	['Walk']
3.9867379665374756	7	447	238	156	51	['Lie']
3.9867379665374756	9	460	57	133	397	['Walk']
4.01898193359375	7	447	238	156	51	['Lie']
4.01898193359375	9	464	57	133	397	['Walk']
4.05262303352356	7	447	238	156	51	['Lie']
4.05262303352356	9	464	57	133	397	['Walk']
4.088781118392944	7	447	238	156	51	['Lie']
4.088781118392944	9	472	63	129	372	['Walk']
4.157974720001221	7	447	238	156	51	['Lie']
4.157974720001221	9	472	63	129	372	['Walk']
4.226014614105225	7	442	239	164	60	['Lie']
4.226014614105225	9	474	68	140	354	['Walk']
4.299760103225708	7	442	239	164	60	['Lie']
4.299760103225708	9	474	68	140	354	['Walk']
4.3290839195251465	7	442	239	164	60	['Lie']
4.3290839195251465	9	476	79	133	340	['Walk']
4.362293481826782	7	442	239	164	60	['Lie']
4.362293481826782	9	476	79	133	340	['Walk']
4.393429517745972	7	442	239	164	60	['Lie']
4.393429517745972	9	478	81	133	340	['Walk']
4.441121816635132	7	442	239	164	60	['Lie']
4.441121816635132	9	478	81	133	340	['Walk']
4.48229455947876	7	444	235	164	60	['Lie']
4.48229455947876	9	485	91	117	322	['Walk']
4.511729001998901	7	444	235	164	60	['Lie']
4.511729001998901	9	482	90	117	322	['Walk']
4.541351556777954	7	444	235	164	60	['Lie']
4.541351556777954	9	482	90	117	322	['Walk']
4.577459335327148	7	444	235	164	60	['Lie']
4.577459335327148	9	482	90	117	322	['Walk']
4.60861611366272	7	444	235	164	60	['Lie']
4.60861611366272	9	482	90	117	322	['Walk']
4.653140544891357	7	444	235	164	60	['Lie']
4.653140544891357	9	482	90	117	322	['Walk']
4.697765588760376	7	444	235	164	60	['Lie']
4.697765588760376	9	482	90	117	322	['Walk']
4.709975004196167	7	444	235	164	60	['Lie']
4.709975004196167	9	488	99	112	300	['Walk']
4.75024938583374	7	444	235	164	60	['Lie']
4.75024938583374	9	488	99	112	300	['Walk']
4.775317430496216	7	444	235	164	60	['Lie']
4.775317430496216	9	486	99	112	300	['Walk']
4.815789461135864	7	444	235	164	60	['Lie']
4.815789461135864	9	486	99	112	300	['Walk']
4.844881296157837	7	444	235	164	60	['Lie']
4.844881296157837	9	494	99	100	286	['Walk']
4.881413221359253	7	444	235	164	60	['Lie']
4.881413221359253	9	494	99	100	286	['Walk']
4.915075063705444	7	444	235	164	60	['Lie']
4.915075063705444	9	494	99	100	286	['Walk']
4.949935436248779	7	444	235	164	60	['Lie']
4.949935436248779	9	494	99	100	286	['Walk']
4.98946738243103	7	444	235	164	60	['Lie']
4.98946738243103	9	494	99	100	286	['Walk']
5.018489837646484	7	444	235	164	60	['Lie']
5.018489837646484	9	496	98	100	286	['Walk']
5.050326585769653	7	444	235	164	60	['Lie']
5.050326585769653	9	496	98	100	286	['Walk']
5.096403360366821	7	444	235	164	60	['Lie']
5.096403360366821	9	498	103	100	286	['Walk']
5.156887531280518	7	444	235	164	60	['Lie']
5.156887531280518	9	498	103	100	286	['Walk']
5.198843002319336	7	444	235	164	60	['Lie']
5.198843002319336	9	507	105	94	281	['Walk']
5.256704807281494	7	444	235	164	60	['Lie']
5.256704807281494	9	507	105	94	281	['Walk']
5.313366174697876	7	444	235	164	60	['Lie']
5.313366174697876	9	507	104	99	275	['Walk']
5.330594778060913	7	444	235	164	60	['Lie']
5.330594778060913	9	508	106	99	275	['Walk']
5.361653804779053	7	444	235	164	60	['Lie']
5.361653804779053	9	508	106	99	275	['Walk']
5.396012306213379	7	444	235	164	60	['Lie']
