Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class
0.0
0.06635808944702148	10	462	245	177	53	['Lie']
0.10029816627502441	10	462	245	177	53	['Lie']
0.13477444648742676	10	462	245	177	53	['Lie']
0.1705772876739502	10	462	245	177	53	['Lie']
0.20406794548034668	10	462	245	177	53	['Lie']
0.24135136604309082	10	462	245	177	53	['Lie']
0.2754342555999756	10	462	245	177	53	['Lie']
0.3088080883026123	10	462	245	177	53	['Lie']
0.34098243713378906	10	462	245	177	53	['Lie']
0.3741276264190674	10	462	245	177	53	['Lie']
0.4115288257598877	10	462	245	177	53	['Lie']
0.4441995620727539	10	462	245	177	53	['Lie']
0.48120951652526855	10	462	245	177	53	['Lie']
0.5159933567047119	10	462	245	177	53	['Lie']
0.551091194152832	10	462	245	177	53	['Lie']
0.5838279724121094	10	462	245	177	53	['Lie']
0.6414568424224854	10	462	245	177	53	['Lie']
0.6826708316802979	10	462	245	177	53	['Lie']
0.706078290939331	10	462	245	177	53	['Lie']
0.7569751739501953	10	462	245	177	53	['Lie']
0.7901194095611572	10	462	245	177	53	['Lie']
0.8253350257873535	10	462	245	177	53	['Lie']
0.8609647750854492	10	462	245	177	53	['Lie']
0.8935670852661133	10	462	245	177	53	['Lie']
0.9307968616485596	10	462	245	177	53	['Lie']
0.9644947052001953	10	462	245	177	53	['Lie']
0.9997076988220215	10	462	245	177	53	['Lie']
1.0354869365692139	10	462	245	177	53	['Lie']
1.0722479820251465	10	462	245	177	53	['Lie']
1.1021783351898193	10	462	245	177	53	['Lie']
1.1357312202453613	10	462	245	177	53	['Lie']
1.1719670295715332	10	462	245	177	53	['Lie']
1.2040741443634033	10	462	245	177	53	['Lie']
1.2388651371002197	10	462	245	177	53	['Lie']
1.276949167251587	10	462	245	177	53	['Lie']
1.3099043369293213	10	462	245	177	53	['Lie']
1.3422105312347412	10	462	245	177	53	['Lie']
1.3771076202392578	10	462	245	177	53	['Lie']
1.4096214771270752	10	462	245	177	53	['Lie']
1.447317123413086	10	462	245	177	53	['Lie']
1.4855139255523682	10	462	245	177	53	['Lie']
1.5155553817749023	10	462	245	177	53	['Lie']
1.5515737533569336	10	462	245	177	53	['Lie']
1.582021713256836	10	462	245	177	53	['Lie']
1.6165690422058105	10	462	245	177	53	['Lie']
1.6536023616790771	10	462	245	177	53	['Lie']
1.6870546340942383	10	462	245	177	53	['Lie']
1.7246158123016357	10	462	245	177	53	['Lie']
1.7560431957244873	10	462	245	177	53	['Lie']
1.7893009185791016	10	462	245	177	53	['Lie']
1.825162649154663	10	462	245	177	53	['Lie']
1.8575737476348877	10	462	245	177	53	['Lie']
1.8933403491973877	10	462	245	177	53	['Lie']
