ΗTimestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class
0.0
0.06993794441223145	4	499	239	140	101	['Lie']
0.10442829132080078	4	499	239	140	101	['Lie']
0.13832831382751465	4	499	239	140	101	['Lie']
0.1728682518005371	4	499	239	140	101	['Lie']
0.2085435390472412	4	499	239	140	101	['Lie']
0.24086928367614746	4	499	239	140	101	['Lie']
0.2756342887878418	4	499	239	140	101	['Lie']
0.31227660179138184	4	499	239	140	101	['Lie']
0.34369397163391113	4	499	239	140	101	['Lie']
0.3790619373321533	4	499	239	140	101	['Lie']
0.41306066513061523	4	499	239	140	101	['Lie']
0.4483449459075928	4	499	239	140	101	['Lie']
0.4812905788421631	4	499	239	140	101	['Lie']
0.5234227180480957	4	498	239	141	98	['Lie']
0.550994873046875	4	498	239	141	98	['Lie']
0.5879626274108887	4	498	240	141	98	['Lie']
0.6202089786529541	4	498	240	141	98	['Lie']
0.6549415588378906	4	498	240	141	98	['Lie']
0.7275803089141846	4	498	240	141	98	['Lie']
0.7587122917175293	4	498	240	141	98	['Lie']
0.7964646816253662	4	498	240	141	98	['Lie']
0.8299181461334229	4	498	240	141	98	['Lie']
0.8640217781066895	4	498	240	141	98	['Lie']
0.8979084491729736	4	498	240	141	98	['Lie']
0.9349138736724854	4	498	240	141	98	['Lie']
0.9662785530090332	4	498	240	141	98	['Lie']
1.0028765201568604	4	498	240	141	98	['Lie']
1.0373127460479736	4	498	240	141	98	['Lie']
1.0753300189971924	4	498	240	141	98	['Lie']
1.102454662322998	4	498	240	141	98	['Lie']
1.1382439136505127	4	498	240	141	98	['Lie']
1.1714704036712646	4	498	240	141	98	['Lie']
1.2080109119415283	4	498	240	141	98	['Lie']
1.2400307655334473	4	498	240	141	98	['Lie']
1.2827692031860352	4	498	240	141	98	['Lie']
1.3116748332977295	4	498	240	141	98	['Lie']
1.3425610065460205	4	498	240	141	98	['Lie']
1.3778407573699951	4	498	240	141	98	['Lie']
1.4109835624694824	4	498	240	141	98	['Lie']
1.4478871822357178	4	498	240	141	98	['Lie']
1.4855434894561768	4	498	240	141	98	['Lie']
1.5223984718322754	4	498	240	141	98	['Lie']
1.5503904819488525	4	498	240	141	98	['Lie']
1.5843987464904785	4	498	240	141	98	['Lie']
1.6186349391937256	4	498	240	141	98	['Lie']
1.6557872295379639	4	498	240	141	98	['Lie']
1.6974904537200928	4	498	240	141	98	['Lie']
1.7228028774261475	4	498	240	141	98	['Lie']
1.7579014301300049	4	498	240	141	98	['Lie']
1.7905209064483643	4	498	240	141	98	['Lie']
1.8273587226867676	4	498	240	141	98	['Lie']
1.8603966236114502	4	498	240	141	98	['Lie']
1.8952898979187012	4	498	240	141	98	['Lie']
1.931286334991455	4	498	240	141	98	['Lie']
1.9639263153076172	4	498	240	141	98	['Lie']
1.9975950717926025	4	498	240	141	98	['Lie']
2.03413987159729	4	498	240	141	98	['Lie']
2.067559242248535	4	498	240	141	98	['Lie']
2.102261781692505	4	498	240	141	98	['Lie']
2.138261318206787	4	498	240	141	98	['Lie']
2.174328088760376	4	498	240	141	98	['Lie']
2.2077291011810303	4	498	240	141	98	['Lie']
2.244083881378174	4	498	240	141	98	['Lie']
2.274752378463745	4	498	240	141	98	['Lie']
2.31127667427063	4	498	240	141	98	['Lie']
2.345593214035034	4	498	240	141	98	['Lie']
2.378445863723755	4	498	240	141	98	['Lie']
2.4145772457122803	4	498	240	141	98	['Lie']
2.450915575027466	4	498	240	141	98	['Lie']
2.4921789169311523	4	498	240	141	98	['Lie']
2.519414186477661	4	498	240	141	98	['Lie']
2.5502781867980957	4	498	240	141	98	['Lie']
2.584756851196289	4	498	240	141	98	['Lie']
2.61849308013916	4	498	240	141	98	['Lie']
2.657564163208008	4	498	240	141	98	['Lie']
2.657564163208008	8	0	371	30	27	['Walk']
2.7062649726867676	4	498	240	141	98	['Lie']
2.7062649726867676	8	0	367	50	32	['Walk']
2.7365641593933105	4	498	240	141	98	['Lie']
2.7365641593933105	8	0	367	50	32	['Walk']
2.759011745452881	4	498	240	141	98	['Lie']
2.759011745452881	8	0	337	62	70	['Walk']
2.791046142578125	4	498	240	141	98	['Lie']
2.791046142578125	8	0	324	64	79	['Walk']
2.825562000274658	4	498	240	141	98	['Lie']
2.825562000274658	8	0	324	64	79	['Walk']
2.861250400543213	4	498	240	141	98	['Lie']
2.861250400543213	8	0	229	69	176	['Walk']
2.8948092460632324	4	498	240	141	98	['Lie']
2.8948092460632324	8	0	61	72	345	['Walk']
2.9286582469940186	4	498	240	141	98	['Lie']
2.9286582469940186	8	0	59	72	345	['Walk']
2.964266538619995	4	498	240	141	98	['Lie']
2.964266538619995	8	0	59	72	345	['Walk']
2.9978818893432617	4	498	240	141	98	['Lie']
2.9978818893432617	8	0	54	67	349	['Walk']
3.0346436500549316	4	498	240	141	98	['Lie']
3.0346436500549316	8	0	54	67	349	['Walk']
3.0671379566192627	4	498	240	141	98	['Lie']
3.0671379566192627	8	0	54	67	349	['Walk']
3.108152151107788	4	498	240	141	98	['Lie']
3.108152151107788	8	0	54	67	349	['Walk']
3.138025999069214	4	498	240	141	98	['Lie']
3.138025999069214	8	0	55	98	356	['Walk']
3.1701552867889404	4	498	240	141	98	['Lie']
3.1701552867889404	8	1	59	112	354	['Walk']
3.2038791179656982	4	498	240	141	98	['Lie']
3.2038791179656982	8	1	59	112	354	['Walk']
3.245764970779419	4	498	240	141	98	['Lie']
3.245764970779419	8	0	58	148	350	['Walk']
3.2746901512145996	4	498	240	141	98	['Lie']
3.2746901512145996	8	1	60	160	351	['Walk']
3.309880495071411	4	498	240	141	98	['Lie']
3.309880495071411	8	1	60	160	351	['Walk']
3.342827558517456	4	498	240	141	98	['Lie']
3.342827558517456	8	1	58	168	352	['Walk']
3.376119613647461	4	498	240	141	98	['Lie']
3.376119613647461	8	2	61	176	350	['Walk']
3.412201166152954	4	498	240	141	98	['Lie']
3.412201166152954	8	2	61	176	350	['Walk']
3.4507551193237305	4	498	240	141	98	['Lie']
3.4507551193237305	8	2	61	176	350	['Walk']
3.4776694774627686	4	498	240	141	98	['Lie']
3.4776694774627686	8	19	59	160	353	['Walk']
3.515166759490967	4	498	240	141	98	['Lie']
3.515166759490967	8	31	58	150	358	['Walk']
3.5496878623962402	4	498	240	141	98	['Lie']
3.5496878623962402	8	31	58	150	358	['Walk']
3.586331844329834	4	498	240	141	98	['Lie']
3.586331844329834	8	42	56	139	356	['Walk']
3.6202924251556396	4	498	240	141	98	['Lie']
3.6202924251556396	8	71	56	114	357	['Walk']
3.6522951126098633	4	498	240	141	98	['Lie']
3.6522951126098633	8	71	56	114	357	['Walk']
3.6876471042633057	4	498	240	141	98	['Lie']
3.6876471042633057	8	71	56	114	357	['Walk']
3.7211523056030273	4	498	240	141	98	['Lie']
3.7211523056030273	8	89	56	114	357	['Walk']
3.757786750793457	4	498	240	141	98	['Lie']
3.757786750793457	8	96	56	133	358	['Walk']
3.7915894985198975	4	498	240	141	98	['Lie']
3.7915894985198975	8	96	56	133	358	['Walk']
3.8266801834106445	4	498	240	141	98	['Lie']
3.8266801834106445	8	100	54	147	357	['Walk']
3.8636367321014404	4	498	240	141	98	['Lie']
3.8636367321014404	8	115	57	160	357	['Walk']
3.8941433429718018	4	498	240	141	98	['Lie']
3.8941433429718018	8	120	58	160	357	['Walk']
3.9362070560455322	4	498	240	141	98	['Lie']
3.9362070560455322	8	120	58	160	357	['Walk']
3.9645321369171143	4	498	240	141	98	['Lie']
