Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class	Points	Frame_id
0.10000000149011612	-1	6.870967741935485	0.1562499999999991	0.22177419354838612	0.33854166666666696	Clear	[(6.9833468476792024, 0.30489933624218624)]	38165
0.20000000298023224	-1	-0.22580645161290303	0.28645833333333304	0.2661290322580645	0.3125	Clear	[(-0.074436454314797049, 0.4448148140351959)]	38169
0.22500000335276127	-1	5.362903225806451	1.510416666666666	0.24395161290322598	0.3645833333333339	Clear	[(5.4495539036959002, 1.7706672384428783)]	38170
0.22500000335276127	-1	6.782258064516129	0.10416666666666607	0.35483870967741993	0.44270833333333304	Clear	[(7.0023288172645373, 0.30572810646560161)]	38170
0.5000000074505806	-1	-0.048387096774193505	0.20833333333333304	0.3548387096774195	0.4947916666666661	Clear	[(0.087518700338840918, 0.49634311243542184)]	38181
0.5750000085681677	-1	-0.247983870967742	0.4166666666666661	0.310483870967742	0.33854166666666696	Clear	[(-0.052427605545808588, 0.54448171343507579)]	38184
0.5750000085681677	-1	1.149193548387097	3.020833333333332	0.35483870967741904	0.46875	Clear	[(1.3189898901852708, 3.2646142229786812)]	38184
0.6000000089406967	2	1.149193548387097	2.916666666666666	0.288306451612903	0.6770833333333339	Walk	[(1.3968348221968971, 3.4143187720788952), (1.2377002498343515, 3.0634153221795581)]	38185
0.6000000089406967	-1	5.340725806451613	1.536458333333333	0.35483870967741993	0.49479166666666696	Clear	[(5.5538405859896951, 1.8313818076607433)]	38185
0.6250000093132257	2	1.149193548387097	2.890625	0.26612903225806406	0.4166666666666661	Walk	[(1.2745313261480296, 3.1153692357308795), (1.2279605583392934, 3.0393087421225076)]	38186
0.6500000096857548	2	1.127016129032258	2.864583333333332	0.399193548387097	0.78125	Walk	[(1.4400378762790156, 3.4765586434015545), (1.2578708195695045, 3.0746455370805728), (1.2212175919428925, 3.0226193162470256)]	38187
0.6500000096857548	-1	-0.22580645161290303	0.3124999999999991	0.3326612903225805	0.46875	Clear	[(-0.055015440825827634, 0.57135742085454533)]	38187
0.6750000100582838	2	1.038306451612903	2.8125	0.5100806451612909	0.703125	Walk	[(1.3688587105249339, 3.3047169522844535), (1.2533270040131466, 3.0635389735095577), (1.2242144063547291, 3.0300366914864481)]	38188
0.7000000104308128	2	1.038306451612903	2.8125	0.5100806451612909	0.703125	Walk	[(1.3504899583062884, 3.2603708657361992), (1.2438608419732309, 3.0404005936246747), (1.2185953570042409, 3.0161290576480675)]	38189
0.7250000108033419	2	1.038306451612903	2.8125	0.5100806451612909	0.703125	Walk	[(1.339774776813039, 3.2345021316913489), (1.245754038270465, 3.045028181335232), (1.2174715292715075, 3.0133474866688204)]	38190
0.7500000111758709	2	1.038306451612903	2.8125	0.5100806451612909	0.703125	Walk	[(1.319492563483909, 3.1855365418147121), (1.2495405211418058, 3.0542835774223946), (1.216347701538774, 3.0105659156895732)]	38191
0.7750000115483999	2	1.038306451612903	2.8125	0.5100806451612909	0.703125	Walk	[(1.3126043042116287, 3.1689068144266277), (1.2472686133636268, 3.0487302956368874), (1.2152238738060406, 3.0077843447103261)]	38192
0.800000011920929	2	1.038306451612903	2.8125	0.5100806451612909	0.703125	Walk	[(1.295383519172657, 3.1273321655513522), (1.2400743591018901, 3.0311451975375121), (1.2141000460733069, 3.0050027737310794)]	38193
0.825000012293458	-1	-0.22580645161290303	0.3124999999999991	0.288306451612903	0.4427083333333339	Clear	[(-0.051181610146593885, 0.53154155141863824)]	38194
0.825000012293458	2	1.171370967741936	2.786458333333332	0.33266129032258007	0.703125	Walk	[(1.3871322882620176, 3.3079347406796162), (1.2796935395176121, 3.0894532074468004), (1.2317440606741914, 3.010783237879334), (1.2103539834019219, 2.9957309441528741)]	38194
