Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class	Points	Frame_id
0.12500000186264515	-1	6.737903225806451	-8.881784197001252e-16	0.33266129032258185	0.46875	Clear	[(6.8847873902652781, 0.21034911099890227), (6.8838040338304918, 0.24038756513775017)]	157155
0.47500000707805157	-1	5.407258064516129	1.5624999999999991	0.310483870967742	0.36458333333333304	Clear	[(5.5658921384697919, 1.7549188876394961)]	157169
0.5500000081956387	-1	6.737903225806451	-8.881784197001252e-16	0.2883064516129039	0.3645833333333339	Clear	[(6.8827884679729969, 0.2102880384481752)]	157172
0.5750000085681677	-1	6.183467741935485	-0.20833333333333393	0.33266129032258007	0.41666666666666696	Clear	[(6.3540000915527326, -1.5385821683366882e-07)]	157173
0.5750000085681677	-1	5.362903225806451	1.510416666666666	0.310483870967742	0.5208333333333339	Clear	[(5.5458641696516242, 1.7486040939126954)]	157173
0.6250000093132257	-1	6.582661290322581	0.05208333333333304	0.48790322580645196	0.4166666666666661	Clear	[(6.8627978152059192, 0.20967726925524585), (6.706911811548383, 0.23421035695500356)]	157175
0.6500000096857548	-1	6.760080645161291	0.026041666666666075	0.28830645161290214	0.41666666666666696	Clear	[(6.8937830171952976, 0.21062395203906031)]	157176
0.7000000104308128	-1	6.671370967741935	-0.052083333333333925	0.39919354838709786	0.46875	Clear	[(6.8867863125575584, 0.21041018354962934)]	157178
0.7750000115483999	-1	5.473790322580645	1.145833333333333	0.33266129032258185	0.5729166666666661	Clear	[(5.6936953884603154, 1.4195975421153826)]	157181
0.800000011920929	-1	5.473790322580645	1.145833333333333	0.33266129032258185	0.5729166666666661	Clear	[(5.6946656138666025, 1.4198394464513353)]	157182
0.800000011920929	-1	6.649193548387097	-0.026041666666666963	0.42137096774193594	0.4166666666666661	Clear	[(6.8817890068268568, 0.21025750217281167)]	157182
0.825000012293458	-1	0.15120967741935498	0.8593749999999991	0.33266129032258007	0.33854166666666696	Clear	[(0.31672772798761073, 1.0523708928013826)]	157183
