Timestamp	Rect_id	Rect_x	Rect_y	Rect_W	Rect_H	Class	Points	Frame_id
0.0	-1	-0.2923387096774195	-0.8820346320346317	0.33266129032258096	0.3787878787878789	Clear	[(-0.12646329848922228, -0.6661013420840106)]	46666
0.02500000037252903	-1	-0.2701612903225805	-0.9361471861471857	0.3326612903225805	0.4329004329004329	Clear	[(-0.1311007015645176, -0.6590876981652576), (-0.1270787994617449, -0.653763711259664), (-0.12478459256658792, -0.6572593438015886)]	46667
0.02500000037252903	-1	0.661290322580645	0.9577922077922087	0.24395161290322598	0.35173160173160145	Clear	[(0.7782421789823499, 1.132349319970941)]	46667
0.05000000074505806	-1	0.616935483870968	0.9577922077922087	0.288306451612903	0.35173160173160145	Clear	[(0.7390561369627955, 1.1713330013283376)]	46668
0.07500000111758709	-1	0.616935483870968	0.9307359307359313	0.33266129032258007	0.4329004329004329	Clear	[(0.7694956782396074, 1.1092233614306828)]	46669
0.07500000111758709	-1	2.98991935483871	-0.8279220779220777	0.221774193548387	0.3787878787878789	Clear	[(3.0691241308183983, -0.6244204340555342)]	46669
0.12500000186264515	-1	-0.2923387096774195	-0.7738095238095237	0.3548387096774195	0.29761904761904834	Clear	[(-0.12574313087147826, -0.6468922924369788)]	46671
0.1750000026077032	-1	0.594758064516129	0.9307359307359313	0.377016129032258	0.45995670995671034	Clear	[(0.7712056805645044, 1.1116883194291682), (0.7321191417970923, 1.1603385301897366)]	46673
0.20000000298023224	-1	2.901209677419355	-0.8279220779220777	0.35483870967741904	0.3787878787878789	Clear	[(3.043646066187018, -0.6192368626201946)]	46674
0.2500000037252903	-1	-0.247983870967742	-0.7738095238095237	0.221774193548387	0.3246753246753249	Clear	[(-0.12739398645941283, -0.6404527839563842)]	46676
0.27500000409781933	-1	0.639112903225806	0.9307359307359313	0.26612903225806495	0.3787878787878789	Clear	[(0.7805078423864722, 1.1356458804558733), (0.7554696209920725, 1.1200296961866094)]	46677
0.30000000447034836	-1	-0.247983870967742	-0.8008658008658003	0.2661290322580645	0.4329004329004329	Clear	[(-0.1283694371908462, -0.6453567056713847)]	46678
0.30000000447034836	-1	0.661290322580645	0.8495670995670999	0.221774193548387	0.4870129870129878	Clear	[(0.763857573601078, 1.1324653464778216)]	46678
0.3500000052154064	-1	0.661290322580645	0.9036796536796539	0.288306451612903	0.3787878787878789	Clear	[(0.7789168587470706, 1.1124084843020274)]	46680
0.37500000558793545	-1	-0.2701612903225805	-0.8279220779220777	0.3326612903225805	0.3787878787878789	Clear	[(-0.12385196210622507, -0.652347037948922)]	46681
0.4000000059604645	-1	0.661290322580645	0.9848484848484853	0.221774193548387	0.3246753246753249	Clear	[(0.763857573601078, 1.1324653464778216)]	46682
0.4000000059604645	-1	4.453629032258065	-0.34090909090909083	0.33266129032258007	0.35173160173160234	Clear	[(4.616438028742612, -0.18138045469386804)]	46682
0.47500000707805157	4	-0.6028225806451615	-0.5844155844155843	0.310483870967742	0.35173160173160234	Walk	[(-0.4143645941162047, -0.41436458917495655), (-0.4026964436238642, -0.4062260514058501), (-0.4156391926038469, -0.4229575101009612)]	46685
0.5000000074505806	4	-0.6243130532818844	-0.7232030037991286	0.5643828902694289	0.3935065015772277	Walk	[(-0.40446510013209225, -0.40446509530889435), (-0.4012883903317082, -0.4048056566194095), (-0.3981164775998066, -0.40512626598298523), (-0.38936709864656593, -0.39969650222190095), (-0.3959552686932213, -0.41002367863351935), (-0.4079926873890745, -0.42619471616892435), (-0.4667043869714033, -0.4918038012994012), (-0.5543130532818844, -0.5892521223127123), (-0.12993016301245555, -0.6532030037991287)]	46686
